HotelCode|PropertyAmenities
127949|Total number of rooms - ,Free WiFi
127951|Be sure to enjoy recreational amenities including a fitness center and a seasonal outdoor pool. Additional amenities include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge).
127952|Free airport transportation,Porter/bellhop
127955|24-hour front desk,Number of restaurants - ,Conference space size (meters) - ,Free self parking
127956|Elevator/lift,Garden,Free self parking
127957|Bar/lounge
127959|Early check-in,Lifts,Lobby,Outdoor pool,Hairdryer,Television,Voltage
127965|Laundry facilities,Garden,Safe-deposit box at front desk
128075|Laundry facilities,Smoke-free property,Free WiFi
128089|Fitness facilities
128130|Free parking,Conference Facilities,Restaurant,Room Service,Elevators,Bar/Lounge,WiFi,Service dogs allowed
128526|Garden,One meeting room,Free self parking
128768|Multilingual staff,Meeting rooms,Tours/ticket assistance,Valet parking (surcharge)
128770|Enjoy recreation amenities such as a health club or take in the view from a terrace. Additional amenities include complimentary wireless Internet access and concierge services.
128771|24-hour front desk
128772|24-hour front desk
128982|Restaurant,Dry cleaning/laundry service
128983|Sauna
128984|Free WiFi,Luggage storage
128985|Fireplace in lobby,Library,Multilingual staff,Free wired high-speed Internet
129001|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
129002|Laundry Service,Free parking,Accessible Rooms/Facilities,Pet friendly,Restaurant,Room Service,High Speed Internet,Meeting/Banquet Facilities,No Smoking Rooms/Facilities,Bar/Lounge,WiFi
129003|Free breakfast
129004|Number of floors - ,Laundry facilities,Meeting rooms,Free self parking
129005|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
129006|Business center,Express check-out,Spa treatment room(s),Wedding services
129007|Number of floors -
129009|Indoor pool,24-hour front desk,Babysitting or childcare (surcharge)
129575|Multilingual staff,Conference space size (feet) -
129758|Free newspapers in lobby,Area shuttle (surcharge)
129759|Number of floors -
129760|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
129798|Elevator/lift,Express check-out,Self parking (surcharge)
129800|NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Shower,Hairdryer,Direct dial telephone,TV,Tea and coffee making facilities ,Ironing set,Central heating
129801|Bar/lounge,Laundry facilities,Free WiFi
129803|Safe-deposit box at front desk,Multilingual staff,Conference space size (feet) -
129804|Free use of nearby fitness center,Free WiFi
129806|Restaurant,Room service,TV,Satellite TV,Laundry
129809|Restaurant,Breakfast available (surcharge),Smoke-free property
129810|Airport name Exeter, Distance 42.0 K,TV,Cafeteria
129811|Garden,Billiards or pool table
129812|Bar/lounge,Laundry facilities,Meeting rooms
129813|Number of floors - ,Health club,Conference space size (meters) -
129814|Conference space,Breakfast available (surcharge),Safe-deposit box at front desk,WiFi (surcharge)
129815|Laundry facilities,Number of meeting rooms -
129816|Safe-deposit box at front desk,Full-service spa,Sauna,Conference space size (feet) -
129818|Number of floors - ,Laundry facilities,Multilingual staff,Express check-out
129819|Garden,Terrace,Check-in hour,Laundry service,Check-out hour,Wi-fi,Luggage room,YES Large pets allowed (over 5 kg),YES Small pets allowed (under 5 kg),NO Garage,YES Car park,NO Wheelchair-accessible,Radio,Tea and coffee making facilities ,Wake-up service,Cot on demand,DVD player,NO Smoking rooms,NO Disability-friendly bathroom,NO Wheelchair-accessible
129820|Air conditioning in public areas,24-hour reception,Cloakroom,Lift access,Wired Internet,Room service,Laundry service,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Bathroom,Shower,Bathtub,Hairdryer,Direct dial telephone,TV,Radio,Internet access,Tea and coffee making facilities ,Double bed,Carpeted floors,Central heating
129821|Make use of convenient amenities such as wireless Internet access (surcharge), wedding services, and a fireplace in the lobby.
129822|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
129823|Breakfast available (surcharge),Turkish bath/Hammam
129824|Health club,Spa treatment room(s),Conference space size (meters) -
129825|Restaurant
129849|Free WiFi
130639|Fitness facilities
130640|Number of floors -
130641|Television,Elevator/Lifts,Bar/Lounge,Restaurant
130642|Concierge services,Breakfast available (surcharge),24-hour front desk,Smoke-free property
130643|Airport name LGW,TV,Restaurant,Non-smoking rooms
130645|Free newspapers in lobby
130703|Express check-in,Terrace
131118|Express check-out,Free WiFi
131119|Tours/ticket assistance
131120|24-hour front desk,Luggage storage
131121|Air conditioning in public areas,24-hour reception,Cloakroom,Lift access,Mobile phone coverage,Wired Internet,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,YES Car park,NO Wheelchair-accessible,Bathroom,Shower,Hairdryer,Direct dial telephone,TV,Radio,Internet access,Carpeted floors,Central heating,Safe,Wi-fi,Wake-up service,Make-up mirror,Plug adaptor,Housekeeping,NO Smoking rooms,NO Disability-friendly bathroom,YES Wheelchair-accessible
131122|Smoke-free property,WiFi (surcharge)
131123|Wired Internet,Wi-fi,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Shower,Hairdryer,Direct dial telephone,TV,Radio,Internet access,Tea and coffee making facilities
131124|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and wedding services.
131125|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
131126|Number of meeting rooms -
131128|Restaurant,Barbecue grill(s),Garden,Free newspapers in lobby,Full-service spa,Smoke-free property
131129|Garden,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Bathroom,Shower,Bathtub,Hairdryer,Direct dial telephone,TV,Radio,Tea and coffee making facilities ,Double bed,Carpeted floors,Individually adjustable heating
131130|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and wedding services.
131131|Business centre,Beauty parlour,Baby sitting,Car parking (Payable to hotel, if applicable),Disabled facilities,Early check-in,Golf,Gymnasium,Coach parking,Indoor pool,Children''s pool,Lifts,Outdoor pool,Porterage,Room Service,Sauna,Tennis
131132|TV,Parking,Room service
131135|Spa treatment room(s),Wedding services,Free WiFi
131136|Tours/ticket assistance
131137|Bar/lounge,Billiards or pool table
131139|Room service,Restaurant
131142|Airport name EDI,Room service
131144|Elevator/lift
131146|Baby sitting,Disabled facilities,Early check-in,Coach parking,Lifts,Lobby,Hairdryer,Satellite television,Television
131147|Number of buildings/towers - ,Free breakfast,Number of meeting rooms - ,Luggage storage
131149|Front desk (limited hours),Outdoor seasonal pool,Free wired high-speed Internet
131160|Laundry facilities,Tours/ticket assistance
131165|Hotel safe,Cloakroom,Wi-fi,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Bathroom,Shower,Hairdryer,TV,Internet access,Tea and coffee making facilities ,Ironing set,Double bed,Carpeted floors,Central heating
131167|NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,NO Smoking rooms,NO Disability-friendly bathroom,NO Wheelchair-accessible
131171|Television in common areas,Number of meeting rooms -
131172|Be sure to enjoy recreational amenities including an outdoor pool and bicycles to rent. Additional features include complimentary wireless Internet access, tour/ticket assistance, and a picnic area.
131174|Number of buildings/towers -
131177|Total number of rooms - ,Breakfast available (surcharge),Garden,Free self parking
131186|Total number of rooms - ,Number of buildings/towers - ,Garden,Picnic area,Babysitting or childcare (surcharge)
131193|Airport name Belfast (BFS),Cafeteria,TV,In room telephone,Satellite TV,Hair Dryer,Parking,Gym,Restaurant,Conference rooms,Swimming pool,Business center,Spa
131196|Make use of convenient amenities such as wedding services, a fireplace in the lobby, and tour/ticket assistance.
131211|Number of buildings/towers - ,24-hour front desk,WiFi (surcharge)
131212|Make use of convenient amenities such as complimentary wireless Internet access, concierge services, and a television in the lobby. Additional features include tour/ticket assistance and discounted use of a nearby fitness facility.
131214|Heated Pool,Electronic Door Locks,Conference Facilities,No Smoking Rooms/Facilities,Coffee Maker in Room,Pool,Elevators,Restaurant,Hairdryer in Room,Wake-up Service,Childcare Service,AM/FM Alarm Clock,Steam Bath,Mini Bar,Security,Accessible facilities,Trouser Press,Room Service,Meeting/Banquet Facilities,Outdoor Parking,Porters,In-Room Safe,Laundry Service,High Speed Internet,Indoor Pool,Data port Available,Guest Laundromat,Television with Cable,WiFi,Outdoor Pool,Exercise Gym,Coffee Shop,Bar/Lounge,Lounge
131215|NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,NO Smoking rooms,NO Disability-friendly bathroom,NO Wheelchair-accessible
131216|Breakfast available (surcharge),Meeting rooms
131219|Total number of rooms -
131220|Bar/lounge,Breakfast available (surcharge),Pets allowed,Restaurant,Wedding services
131221|Cloakroom,Garden,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible
131222|Garden,Sun terrace,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Bathroom,Bathtub,Hairdryer,TV,Radio,Tea and coffee making facilities ,Double bed,Carpeted floors,Central heating,Terrace
131224|Fitness facilities,Health club,Business center,Meeting rooms
131226|Make use of convenient amenities, which include complimentary wireless Internet access and complimentary babysitting/childcare.
131227|Free self parking
131229|Conference center,One meeting room,Free self parking
131287|NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,NO Smoking rooms,NO Disability-friendly bathroom,NO Wheelchair-accessible
131432|Restaurant,Smoke-free property
131981|Number of floors - ,Spa services on site,Free WiFi,24-hour fitness facilities
131982|Airport transportation (surcharge),Express check-out,Valet parking (surcharge)
131983|Indoor pool,Health club,24-hour front desk,Computer station
132114|Number of floors -
132245|Babysitting or childcare,Multilingual staff,Tours/ticket assistance
132284|Elevator/lift,Total number of rooms - ,Year Built,Conference center,Luggage storage
132567|Private beach nearby
133378|Early check-in,Lifts,Lobby,Laundry facilities,Porterage,Room Service,Satellite television,Television,Voltage
133379|Television in common areas,Free WiFi
133460|Pamper yourself with a visit to the spa, which offers body treatments and facials. You're sure to appreciate the recreational amenities, including an indoor pool, a sauna, and a steam room. Additional features include complimentary wireless Internet access, wedding services, and a fireplace in the lobby.
133461|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
133462|Free newspapers in lobby
133463|Indoor pool,24-hour front desk,Dry cleaning/laundry service
133464|Garden,24-hour front desk,Dry cleaning/laundry service,Number of meeting rooms -
133465|Picnic area
133616|Dry cleaning/laundry service
133617|Number of floors - ,Free wired high-speed Internet,Luggage storage
